SampleID	Marker	Numero_sample	BIO_SAMPLE_ID	BIO_SAMPLE_ID2	BIO_SAMPLE_ID3	Bio.rep	Tech.rep	Time_point	Time_point2	TREATMENT3	TREATMENT	ORGANISM	ORGANISM3	Good
GB_352	rRNA16S	84	84_X.X	Media	84_X.X_62h_Peat.A.BF_B.3	B.3	T.2	62h	62	Peat.A.BF	Peat.A.BF	X.X	Media.Media	X
GB_354	rRNA16S	85	85_F.B	Bacteria	85_F.B_62h_Peat.A.BF_B.4	B.4	T.1	62h	62	Peat.A.BF	Peat.A.BF	F.B	Fungi.Bacteria	B
GB_355	rRNA16S	86	86_F.B	Fungi	86_F.B_62h_Peat.A.BF_B.4	B.4	T.2	62h	62	Peat.A.BF	Peat.A.BF	F.B	Controlpos	F
GB_357	rRNA16S	87	87_B.F	Bacteria	87_B.F_62h_Peat.A.BF_B.4	B.4	T.1	62h	62	Peat.A.BF	Peat.A.BF	B.F	Bacteria.Fungi	B
GB_360	rRNA16S	88	88_B.F	Fungi	88_B.F_62h_Peat.A.BF_B.4	B.4	T.2	62h	62	Peat.A.BF	Peat.A.BF	B.F	Controlpos	F
GB_362	rRNA16S	89	89_X.B	Bacteria	89_X.B_62h_Peat.A.BF_B.4	B.4	T.1	62h	62	Peat.A.BF	Peat.A.BF	X.B	Media.Bacteria	B
GB_368	rRNA16S	92	92_X.F	Fungi	92_X.F_62h_Peat.A.BF_B.4	B.4	T.2	62h	62	Peat.A.BF	Peat.A.BF	X.F	Controlpos	F
GB_370	rRNA16S	93	93_X.BF	BacteriaFungi	93_X.BF_62h_Peat.A.BF_B.4	B.4	T.1	62h	62	Peat.A.BF	Peat.A.BF	X.BF	Media.BacteriaFungi	BF
GB_373	rRNA16S	96	96_X.X	Media	96_X.X_62h_Peat.A.BF_B.4	B.4	T.1	62h	62	Peat.A.BF	Peat.A.BF	X.X	Media.Media	X
GB_374	rRNA16S	96	96_X.X	Media	96_X.X_62h_Peat.A.BF_B.4	B.4	T.1	62h	62	Peat.A.BF	Peat.A.BF	X.X	Media.Media	X
GB_375	rRNA16S	C	C_B.B	Bacteria	C_B.B_62h_Peat.A.BF_C	C	T.1	62h	62	Control	Control_2	B.B	Bacterial_inoculum	B
GB_376	rRNA16S	C	C_B.B	Bacteria	C_B.B_62h_Peat.A.BF_C	C	T.1	62h	62	Control	Control_2	B.B	Bacterial_inoculum	B
GB_377	rRNA16S	C	C_B.B	Bacteria	C_B.B_62h_Peat.A.BF_C	C	T.2	62h	62	Control	Control_2	B.B	Bacterial_inoculum	B
GB_378	rRNA16S	C	C_B.B	Bacteria	C_B.B_62h_Peat.A.BF_C	C	T.2	62h	62	Control	Control_2	B.B	Bacterial_inoculum	B
GB_379	rRNA16S	C	C_F.F	Fungi	C_F.F_62h_Peat.A.BF_C	C	T.1	62h	62	Control	Control_2	F.F	Controlpos	F
GB_380	rRNA16S	C	C_F.F	Fungi	C_F.F_62h_Peat.A.BF_C	C	T.1	62h	62	Control	Control_2	F.F	Controlpos	F
GB_381	rRNA16S	C	C_F.F	Fungi	C_F.F_62h_Peat.A.BF_C	C	T.2	62h	62	Control	Control_2	F.F	Controlpos	F
GB_382	rRNA16S	C	C_F.F	Fungi	C_F.F_62h_Peat.A.BF_C	C	T.2	62h	62	Control	Control_2	F.F	Controlpos	F
GB_383	rRNA16S	C	C_C.C	C	C_C.C_62h_Peat.A.BF_C	C	T.1	62h	62	Control	Control_2	C.C	Controlpos	C
